Contract Count,ID,LGA,SEIFA,Population,TargetedGroup,Service,Indigenous,Agency
3,CTA20504_2013-15_01_120211_ADHC01,Deniliquin,21,7437,399 Other individuals (special needs),A01.3 Community living support,N/A,Transport
3,CTA20504_2013-15_01_120211_ADHC01,Deniliquin,21,7437,359 Other people of immigrant background,A01.3 Community living support,N/A,Transport
3,CTA20504_2013-15_01_120211_ADHC01,Deniliquin,21,7437,349 Other specified health needs,A01.3 Community living support,N/A,Transport
3,CTA20504_2013-15_01_120211_ADHC01,Deniliquin,21,7437,339 Mental Health needs,A01.3 Community living support,N/A,Transport
3,CTA20504_2013-15_01_120211_ADHC01,Deniliquin,21,7437,330 Primary health care needs,A01.3 Community living support,N/A,Transport
3,CTA20504_2013-15_01_120211_ADHC01,Conargo,82,1535,399 Other individuals (special needs),A01.3 Community living support,N/A,Transport
3,CTA20504_2013-15_01_120211_ADHC01,Conargo,82,1535,359 Other people of immigrant background,A01.3 Community living support,N/A,Transport
3,CTA20504_2013-15_01_120211_ADHC01,Conargo,82,1535,349 Other specified health needs,A01.3 Community living support,N/A,Transport
3,CTA20504_2013-15_01_120211_ADHC01,Conargo,82,1535,339 Mental Health needs,A01.3 Community living support,N/A,Transport
3,CTA20504_2013-15_01_120211_ADHC01,Conargo,82,1535,330 Primary health care needs,A01.3 Community living support,N/A,Transport
3,CTA19961_2013-15_01_120461_ADHC01,Murray,56,7466,399 Other individuals (special needs),A01.3 Community living support,N/A,Transport
3,CTA19961_2013-15_01_120461_ADHC01,Murray,56,7466,359 Other people of immigrant background,A01.3 Community living support,N/A,Transport
3,CTA19961_2013-15_01_120461_ADHC01,Murray,56,7466,349 Other specified health needs,A01.3 Community living support,N/A,Transport
3,CTA19961_2013-15_01_120461_ADHC01,Murray,56,7466,339 Mental Health needs,A01.3 Community living support,N/A,Transport
3,CTA19961_2013-15_01_120461_ADHC01,Murray,56,7466,330 Primary health care needs,A01.3 Community living support,N/A,Transport
3,CTA19122_2013-15_01_120151_ADHC01,Port Stephens,58,69728,399 Other individuals (special needs),A01.3 Community living support,N/A,Transport
3,CTA19122_2013-15_01_120151_ADHC01,Port Stephens,58,69728,359 Other people of immigrant background,A01.3 Community living support,N/A,Transport
3,CTA19122_2013-15_01_120151_ADHC01,Port Stephens,58,69728,349 Other specified health needs,A01.3 Community living support,N/A,Transport
3,CTA19122_2013-15_01_120151_ADHC01,Port Stephens,58,69728,339 Mental Health needs,A01.3 Community living support,N/A,Transport
3,CTA19122_2013-15_01_120151_ADHC01,Port Stephens,58,69728,330 Primary health care needs,A01.3 Community living support,N/A,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Wollondilly,81,47084,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Wollondilly,81,47084,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Wollondilly,81,47084,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Wollondilly,81,47084,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Wollondilly,81,47084,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Wingecarribee,78,47584,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Wingecarribee,78,47584,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Wingecarribee,78,47584,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Wingecarribee,78,47584,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Wingecarribee,78,47584,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Liverpool,58,199928,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Liverpool,58,199928,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Liverpool,58,199928,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Liverpool,58,199928,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Liverpool,58,199928,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Fairfield,4,203109,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Fairfield,4,203109,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Fairfield,4,203109,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Fairfield,4,203109,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Fairfield,4,203109,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Campbelltown,38,156572,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Campbelltown,38,156572,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Campbelltown,38,156572,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Campbelltown,38,156572,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Campbelltown,38,156572,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Camden,87,67084,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Camden,87,67084,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Camden,87,67084,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Camden,87,67084,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Camden,87,67084,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Bankstown,44,200357,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Bankstown,44,200357,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Bankstown,44,200357,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Bankstown,44,200357,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
3,CTA19017_2013-15_01_110081_ADHC01,Bankstown,44,200357,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
3,CTA15972_2013-15_01_110051_ADHC01,Blue Mountains,82,79688,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
3,CTA15972_2013-15_01_110051_ADHC01,Blue Mountains,82,79688,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
3,CTA15972_2013-15_01_110051_ADHC01,Blue Mountains,82,79688,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
3,CTA15972_2013-15_01_110051_ADHC01,Blue Mountains,82,79688,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
3,CTA15972_2013-15_01_110051_ADHC01,Blue Mountains,82,79688,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
3,CTA13822_2013-15_01_110091_ADHC01,Penrith,71,194134,399 Other individuals (special needs),A01.3 Community living support,N/A,Transport
3,CTA13822_2013-15_01_110091_ADHC01,Penrith,71,194134,359 Other people of immigrant background,A01.3 Community living support,N/A,Transport
3,CTA13822_2013-15_01_110091_ADHC01,Penrith,71,194134,349 Other specified health needs,A01.3 Community living support,N/A,Transport
3,CTA13822_2013-15_01_110091_ADHC01,Penrith,71,194134,339 Mental Health needs,A01.3 Community living support,N/A,Transport
3,CTA13822_2013-15_01_110091_ADHC01,Penrith,71,194134,330 Primary health care needs,A01.3 Community living support,N/A,Transport
3,CTA13822_2013-15_01_110091_ADHC01,Blue Mountains,82,79688,399 Other individuals (special needs),A01.3 Community living support,N/A,Transport
3,CTA13822_2013-15_01_110091_ADHC01,Blue Mountains,82,79688,359 Other people of immigrant background,A01.3 Community living support,N/A,Transport
3,CTA13822_2013-15_01_110091_ADHC01,Blue Mountains,82,79688,349 Other specified health needs,A01.3 Community living support,N/A,Transport
3,CTA13822_2013-15_01_110091_ADHC01,Blue Mountains,82,79688,339 Mental Health needs,A01.3 Community living support,N/A,Transport
3,CTA13822_2013-15_01_110091_ADHC01,Blue Mountains,82,79688,330 Primary health care needs,A01.3 Community living support,N/A,Transport
3,CTA12260_2013-15_01_120471_ADHC01,Harden,23,3751,399 Other individuals (special needs),A01.3 Community living support,N/A,Transport
3,CTA12260_2013-15_01_120471_ADHC01,Harden,23,3751,359 Other people of immigrant background,A01.3 Community living support,N/A,Transport
3,CTA12260_2013-15_01_120471_ADHC01,Harden,23,3751,349 Other specified health needs,A01.3 Community living support,N/A,Transport
3,CTA12260_2013-15_01_120471_ADHC01,Harden,23,3751,339 Mental Health needs,A01.3 Community living support,N/A,Transport
3,CTA12260_2013-15_01_120471_ADHC01,Harden,23,3751,330 Primary health care needs,A01.3 Community living support,N/A,Transport
3,CTA12218_2013-15_01_120361_ADHC01,Junee,23,6297,399 Other individuals (special needs),A01.3 Community living support,N/A,Transport
3,CTA12218_2013-15_01_120361_ADHC01,Junee,23,6297,359 Other people of immigrant background,A01.3 Community living support,N/A,Transport
3,CTA12218_2013-15_01_120361_ADHC01,Junee,23,6297,349 Other specified health needs,A01.3 Community living support,N/A,Transport
3,CTA12218_2013-15_01_120361_ADHC01,Junee,23,6297,339 Mental Health needs,A01.3 Community living support,N/A,Transport
3,CTA12218_2013-15_01_120361_ADHC01,Junee,23,6297,330 Primary health care needs,A01.3 Community living support,N/A,Transport
3,CTA11934_2013-15_01_120031_ADHC01,Bathurst,68,41682,399 Other individuals (special needs),A01.3 Community living support,N/A,Transport
3,CTA11934_2013-15_01_120031_ADHC01,Bathurst,68,41682,359 Other people of immigrant background,A01.3 Community living support,N/A,Transport
3,CTA11934_2013-15_01_120031_ADHC01,Bathurst,68,41682,349 Other specified health needs,A01.3 Community living support,N/A,Transport
3,CTA11934_2013-15_01_120031_ADHC01,Bathurst,68,41682,339 Mental Health needs,A01.3 Community living support,N/A,Transport
3,CTA11934_2013-15_01_120031_ADHC01,Bathurst,68,41682,330 Primary health care needs,A01.3 Community living support,N/A,Transport
3,CTA11933_2013-15_01_110261_ADHC01,Wollondilly,81,47084,399 Other individuals (special needs),A01.3 Community living support,N/A,Transport
3,CTA11933_2013-15_01_110261_ADHC01,Wollondilly,81,47084,359 Other people of immigrant background,A01.3 Community living support,N/A,Transport
3,CTA11933_2013-15_01_110261_ADHC01,Wollondilly,81,47084,349 Other specified health needs,A01.3 Community living support,N/A,Transport
3,CTA11933_2013-15_01_110261_ADHC01,Wollondilly,81,47084,339 Mental Health needs,A01.3 Community living support,N/A,Transport
3,CTA11933_2013-15_01_110261_ADHC01,Wollondilly,81,47084,330 Primary health care needs,A01.3 Community living support,N/A,Transport
3,CTA11933_2013-15_01_110261_ADHC01,Fairfield,4,203109,399 Other individuals (special needs),A01.3 Community living support,N/A,Transport
3,CTA11933_2013-15_01_110261_ADHC01,Fairfield,4,203109,359 Other people of immigrant background,A01.3 Community living support,N/A,Transport
3,CTA11933_2013-15_01_110261_ADHC01,Fairfield,4,203109,349 Other specified health needs,A01.3 Community living support,N/A,Transport
3,CTA11933_2013-15_01_110261_ADHC01,Fairfield,4,203109,339 Mental Health needs,A01.3 Community living support,N/A,Transport
3,CTA11933_2013-15_01_110261_ADHC01,Fairfield,4,203109,330 Primary health care needs,A01.3 Community living support,N/A,Transport
3,CTA11933_2013-15_01_110261_ADHC01,Campbelltown,38,156572,399 Other individuals (special needs),A01.3 Community living support,N/A,Transport
3,CTA11933_2013-15_01_110261_ADHC01,Campbelltown,38,156572,359 Other people of immigrant background,A01.3 Community living support,N/A,Transport
3,CTA11933_2013-15_01_110261_ADHC01,Campbelltown,38,156572,349 Other specified health needs,A01.3 Community living support,N/A,Transport
3,CTA11933_2013-15_01_110261_ADHC01,Campbelltown,38,156572,339 Mental Health needs,A01.3 Community living support,N/A,Transport
3,CTA11933_2013-15_01_110261_ADHC01,Campbelltown,38,156572,330 Primary health care needs,A01.3 Community living support,N/A,Transport
3,CTA11933_2013-15_01_110261_ADHC01,Camden,87,67084,399 Other individuals (special needs),A01.3 Community living support,N/A,Transport
3,CTA11933_2013-15_01_110261_ADHC01,Camden,87,67084,359 Other people of immigrant background,A01.3 Community living support,N/A,Transport
3,CTA11933_2013-15_01_110261_ADHC01,Camden,87,67084,349 Other specified health needs,A01.3 Community living support,N/A,Transport
3,CTA11933_2013-15_01_110261_ADHC01,Camden,87,67084,339 Mental Health needs,A01.3 Community living support,N/A,Transport
3,CTA11933_2013-15_01_110261_ADHC01,Camden,87,67084,330 Primary health care needs,A01.3 Community living support,N/A,Transport
3,CTA11928_2013-15_01_120561_ADHC01,Tamworth,45,60495,399 Other individuals (special needs),A01.3 Community living support,N/A,Transport
3,CTA11928_2013-15_01_120561_ADHC01,Tamworth,45,60495,359 Other people of immigrant background,A01.3 Community living support,N/A,Transport
3,CTA11928_2013-15_01_120561_ADHC01,Tamworth,45,60495,349 Other specified health needs,A01.3 Community living support,N/A,Transport
3,CTA11928_2013-15_01_120561_ADHC01,Tamworth,45,60495,339 Mental Health needs,A01.3 Community living support,N/A,Transport
3,CTA11928_2013-15_01_120561_ADHC01,Tamworth,45,60495,330 Primary health care needs,A01.3 Community living support,N/A,Transport
3,CTA11928_2013-15_01_120561_ADHC01,Liverpool Plains,13,7819,399 Other individuals (special needs),A01.3 Community living support,N/A,Transport
3,CTA11928_2013-15_01_120561_ADHC01,Liverpool Plains,13,7819,359 Other people of immigrant background,A01.3 Community living support,N/A,Transport
3,CTA11928_2013-15_01_120561_ADHC01,Liverpool Plains,13,7819,349 Other specified health needs,A01.3 Community living support,N/A,Transport
3,CTA11928_2013-15_01_120561_ADHC01,Liverpool Plains,13,7819,339 Mental Health needs,A01.3 Community living support,N/A,Transport
3,CTA11928_2013-15_01_120561_ADHC01,Liverpool Plains,13,7819,330 Primary health care needs,A01.3 Community living support,N/A,Transport
3,CTA11922_2013-15_01_120102_ADHC01,Wyong,37,159015,399 Other individuals (special needs),A01.3 Community living support,N/A,Transport
3,CTA11922_2013-15_01_120102_ADHC01,Wyong,37,159015,359 Other people of immigrant background,A01.3 Community living support,N/A,Transport
3,CTA11922_2013-15_01_120102_ADHC01,Wyong,37,159015,349 Other specified health needs,A01.3 Community living support,N/A,Transport
3,CTA11922_2013-15_01_120102_ADHC01,Wyong,37,159015,339 Mental Health needs,A01.3 Community living support,N/A,Transport
3,CTA11922_2013-15_01_120102_ADHC01,Wyong,37,159015,330 Primary health care needs,A01.3 Community living support,N/A,Transport
3,CTA11922_2013-15_01_120102_ADHC01,Gosford,75,171992,399 Other individuals (special needs),A01.3 Community living support,N/A,Transport
3,CTA11922_2013-15_01_120102_ADHC01,Gosford,75,171992,359 Other people of immigrant background,A01.3 Community living support,N/A,Transport
3,CTA11922_2013-15_01_120102_ADHC01,Gosford,75,171992,349 Other specified health needs,A01.3 Community living support,N/A,Transport
