Contract Count,ID,LGA,Population,TargetedGroup,Service,Agency,Indigenous,SEIFA,Year
1,SaS~72189919072~2422,Gloucester,5064,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,31,Y 2015
1,SaS~72189919072~2810,Weddin,3709,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,34,Y 2015
1,SaS~79008555388~2787,Oberon,5327,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,52,Y 2015
1,SaS~84519669143~2357,Warrumbungle,9786,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,10,Y 2015
1,SaS~90105098846~2653,Tumbarumba,3578,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,39,Y 2015
1,SaS~98104919548~2879,Central Darling,2065,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,2,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Hornsby,168614,360 Daily living assistance (multiple needs),A01.3 Community living support,Transport,Non Indigenous,93,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Hornsby,168614,361 Assistance with self-care,A01.3 Community living support,Transport,Non Indigenous,93,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Hornsby,168614,362 Assistance with mobility,A01.3 Community living support,Transport,Non Indigenous,93,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Hornsby,168614,363 Assistance with communication,A01.3 Community living support,Transport,Non Indigenous,93,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Hornsby,168614,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,Transport,Non Indigenous,93,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Hornsby,168614,"365 Assistance (education, learning)",A01.3 Community living support,Transport,Non Indigenous,93,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Hornsby,168614,366 Assistance with work (disabilities),A01.3 Community living support,Transport,Non Indigenous,93,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Hornsby,168614,"367 Assistance (leisure, community life)",A01.3 Community living support,Transport,Non Indigenous,93,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Hornsby,168614,369 Other disability needs,A01.3 Community living support,Transport,Non Indigenous,93,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Hunters Hill,14689,360 Daily living assistance (multiple needs),A01.3 Community living support,Transport,Non Indigenous,95,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Hunters Hill,14689,361 Assistance with self-care,A01.3 Community living support,Transport,Non Indigenous,95,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Hunters Hill,14689,362 Assistance with mobility,A01.3 Community living support,Transport,Non Indigenous,95,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Hunters Hill,14689,363 Assistance with communication,A01.3 Community living support,Transport,Non Indigenous,95,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Hunters Hill,14689,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,Transport,Non Indigenous,95,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Hunters Hill,14689,"365 Assistance (education, learning)",A01.3 Community living support,Transport,Non Indigenous,95,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Hunters Hill,14689,366 Assistance with work (disabilities),A01.3 Community living support,Transport,Non Indigenous,95,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Hunters Hill,14689,"367 Assistance (leisure, community life)",A01.3 Community living support,Transport,Non Indigenous,95,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Hunters Hill,14689,369 Other disability needs,A01.3 Community living support,Transport,Non Indigenous,95,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Ku-Ring-Gai,120978,360 Daily living assistance (multiple needs),A01.3 Community living support,Transport,Non Indigenous,100,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Ku-Ring-Gai,120978,361 Assistance with self-care,A01.3 Community living support,Transport,Non Indigenous,100,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Ku-Ring-Gai,120978,362 Assistance with mobility,A01.3 Community living support,Transport,Non Indigenous,100,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Ku-Ring-Gai,120978,363 Assistance with communication,A01.3 Community living support,Transport,Non Indigenous,100,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Ku-Ring-Gai,120978,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,Transport,Non Indigenous,100,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Ku-Ring-Gai,120978,"365 Assistance (education, learning)",A01.3 Community living support,Transport,Non Indigenous,100,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Ku-Ring-Gai,120978,366 Assistance with work (disabilities),A01.3 Community living support,Transport,Non Indigenous,100,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Ku-Ring-Gai,120978,"367 Assistance (leisure, community life)",A01.3 Community living support,Transport,Non Indigenous,100,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Ku-Ring-Gai,120978,369 Other disability needs,A01.3 Community living support,Transport,Non Indigenous,100,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Lane Cove,34807,360 Daily living assistance (multiple needs),A01.3 Community living support,Transport,Non Indigenous,99,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Lane Cove,34807,361 Assistance with self-care,A01.3 Community living support,Transport,Non Indigenous,99,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Lane Cove,34807,362 Assistance with mobility,A01.3 Community living support,Transport,Non Indigenous,99,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Lane Cove,34807,363 Assistance with communication,A01.3 Community living support,Transport,Non Indigenous,99,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Lane Cove,34807,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,Transport,Non Indigenous,99,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Lane Cove,34807,"365 Assistance (education, learning)",A01.3 Community living support,Transport,Non Indigenous,99,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Lane Cove,34807,366 Assistance with work (disabilities),A01.3 Community living support,Transport,Non Indigenous,99,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Lane Cove,34807,"367 Assistance (leisure, community life)",A01.3 Community living support,Transport,Non Indigenous,99,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Lane Cove,34807,369 Other disability needs,A01.3 Community living support,Transport,Non Indigenous,99,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Manly,44786,360 Daily living assistance (multiple needs),A01.3 Community living support,Transport,Non Indigenous,96,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Manly,44786,361 Assistance with self-care,A01.3 Community living support,Transport,Non Indigenous,96,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Manly,44786,362 Assistance with mobility,A01.3 Community living support,Transport,Non Indigenous,96,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Manly,44786,363 Assistance with communication,A01.3 Community living support,Transport,Non Indigenous,96,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Manly,44786,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,Transport,Non Indigenous,96,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Manly,44786,"365 Assistance (education, learning)",A01.3 Community living support,Transport,Non Indigenous,96,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Manly,44786,366 Assistance with work (disabilities),A01.3 Community living support,Transport,Non Indigenous,96,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Manly,44786,"367 Assistance (leisure, community life)",A01.3 Community living support,Transport,Non Indigenous,96,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Manly,44786,369 Other disability needs,A01.3 Community living support,Transport,Non Indigenous,96,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Mosman,30276,360 Daily living assistance (multiple needs),A01.3 Community living support,Transport,Non Indigenous,99,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Mosman,30276,361 Assistance with self-care,A01.3 Community living support,Transport,Non Indigenous,99,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Mosman,30276,362 Assistance with mobility,A01.3 Community living support,Transport,Non Indigenous,99,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Mosman,30276,363 Assistance with communication,A01.3 Community living support,Transport,Non Indigenous,99,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Mosman,30276,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,Transport,Non Indigenous,99,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Mosman,30276,"365 Assistance (education, learning)",A01.3 Community living support,Transport,Non Indigenous,99,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Mosman,30276,366 Assistance with work (disabilities),A01.3 Community living support,Transport,Non Indigenous,99,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Mosman,30276,"367 Assistance (leisure, community life)",A01.3 Community living support,Transport,Non Indigenous,99,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Mosman,30276,369 Other disability needs,A01.3 Community living support,Transport,Non Indigenous,99,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,North Sydney,71025,360 Daily living assistance (multiple needs),A01.3 Community living support,Transport,Non Indigenous,97,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,North Sydney,71025,361 Assistance with self-care,A01.3 Community living support,Transport,Non Indigenous,97,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,North Sydney,71025,362 Assistance with mobility,A01.3 Community living support,Transport,Non Indigenous,97,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,North Sydney,71025,363 Assistance with communication,A01.3 Community living support,Transport,Non Indigenous,97,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,North Sydney,71025,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,Transport,Non Indigenous,97,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,North Sydney,71025,"365 Assistance (education, learning)",A01.3 Community living support,Transport,Non Indigenous,97,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,North Sydney,71025,366 Assistance with work (disabilities),A01.3 Community living support,Transport,Non Indigenous,97,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,North Sydney,71025,"367 Assistance (leisure, community life)",A01.3 Community living support,Transport,Non Indigenous,97,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,North Sydney,71025,369 Other disability needs,A01.3 Community living support,Transport,Non Indigenous,97,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Pittwater,63338,360 Daily living assistance (multiple needs),A01.3 Community living support,Transport,Non Indigenous,95,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Pittwater,63338,361 Assistance with self-care,A01.3 Community living support,Transport,Non Indigenous,95,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Pittwater,63338,362 Assistance with mobility,A01.3 Community living support,Transport,Non Indigenous,95,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Pittwater,63338,363 Assistance with communication,A01.3 Community living support,Transport,Non Indigenous,95,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Pittwater,63338,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,Transport,Non Indigenous,95,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Pittwater,63338,"365 Assistance (education, learning)",A01.3 Community living support,Transport,Non Indigenous,95,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Pittwater,63338,366 Assistance with work (disabilities),A01.3 Community living support,Transport,Non Indigenous,95,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Pittwater,63338,"367 Assistance (leisure, community life)",A01.3 Community living support,Transport,Non Indigenous,95,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Pittwater,63338,369 Other disability needs,A01.3 Community living support,Transport,Non Indigenous,95,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Ryde,114598,360 Daily living assistance (multiple needs),A01.3 Community living support,Transport,Non Indigenous,89,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Ryde,114598,361 Assistance with self-care,A01.3 Community living support,Transport,Non Indigenous,89,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Ryde,114598,362 Assistance with mobility,A01.3 Community living support,Transport,Non Indigenous,89,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Ryde,114598,363 Assistance with communication,A01.3 Community living support,Transport,Non Indigenous,89,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Ryde,114598,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,Transport,Non Indigenous,89,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Ryde,114598,"365 Assistance (education, learning)",A01.3 Community living support,Transport,Non Indigenous,89,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Ryde,114598,366 Assistance with work (disabilities),A01.3 Community living support,Transport,Non Indigenous,89,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Ryde,114598,"367 Assistance (leisure, community life)",A01.3 Community living support,Transport,Non Indigenous,89,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Ryde,114598,369 Other disability needs,A01.3 Community living support,Transport,Non Indigenous,89,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Warringah,155289,360 Daily living assistance (multiple needs),A01.3 Community living support,Transport,Non Indigenous,91,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Warringah,155289,361 Assistance with self-care,A01.3 Community living support,Transport,Non Indigenous,91,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Warringah,155289,362 Assistance with mobility,A01.3 Community living support,Transport,Non Indigenous,91,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Warringah,155289,363 Assistance with communication,A01.3 Community living support,Transport,Non Indigenous,91,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Warringah,155289,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,Transport,Non Indigenous,91,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Warringah,155289,"365 Assistance (education, learning)",A01.3 Community living support,Transport,Non Indigenous,91,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Warringah,155289,366 Assistance with work (disabilities),A01.3 Community living support,Transport,Non Indigenous,91,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Warringah,155289,"367 Assistance (leisure, community life)",A01.3 Community living support,Transport,Non Indigenous,91,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Warringah,155289,369 Other disability needs,A01.3 Community living support,Transport,Non Indigenous,91,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Willoughby,74166,360 Daily living assistance (multiple needs),A01.3 Community living support,Transport,Non Indigenous,94,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Willoughby,74166,361 Assistance with self-care,A01.3 Community living support,Transport,Non Indigenous,94,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Willoughby,74166,362 Assistance with mobility,A01.3 Community living support,Transport,Non Indigenous,94,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Willoughby,74166,363 Assistance with communication,A01.3 Community living support,Transport,Non Indigenous,94,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Willoughby,74166,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,Transport,Non Indigenous,94,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Willoughby,74166,"365 Assistance (education, learning)",A01.3 Community living support,Transport,Non Indigenous,94,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Willoughby,74166,366 Assistance with work (disabilities),A01.3 Community living support,Transport,Non Indigenous,94,Y 2015
1,CTA27421_2013-15_01_1100711_ADHC01,Willoughby,74166,"367 Assistance (leisure, community life)",A01.3 Community living support,Transport,Non Indigenous,94,Y 2015
